Question,Expected_answer,Generated_answer
What are the taxonomic characteristics of Euclymene glandularis,"Euclymene glandularis Day, 1955 is characterized by a brown body that reaches up to 138 mm in length and approximately 3.5 mm in width. It has 19 setigers, including two long achaetous preanals, with the first preanal twice as long as the second; together, these preanals are about equal to the length of the 19th setiger. The prostomium is rounded and bears numerous eye-spots. Notosetae are stout, winged capillaries, along with fine, spinulose capillaries. Neurosetae in segments 1–3 are one to three stout, smooth, acicular setae with curved tips; later segments feature numerous hooks with a vertical series of 5–6 teeth above the main fang and a prominent tendon beneath. The pygidium has a funnel shape, with 25–30 subequal anal cirri, an inset anus, and no ventral valve. The nuchal grooves are straight and about three-quarters the length of the cephalic plate, which has a posterior crenulated rim with 8–10 lobes. Segmentation shows setigers 1–7 increasing in length, setiger 8 is short, setiger 9 is twice as long, and subsequent setigers decrease in length. Glandular patterns include glandular rings on setigers 2–8, a broad dorsal glandular streak on setigers 9–14, and a faint mid-ventral glandular streak beginning at setiger 9. Its distribution includes South Africa (Cape; Natal).","Euclymene glandularis is characterized by a brown body up to 138 mm long with 19 setigers, two long achaetous preanals, and a pygidial funnel with 25–30 subequal cirri. The prostomium is rounded with numerous eye-spots, nuchal grooves are straight and three-quarters the length of the cephalic plate, and the cephalic rim has 8–10 posterior crenulations. Setigers 2–8 have glandular rings, setigers 9–14 have a broad dorsal glandular streak, and a faint mid-ventral glandular streak is present from setiger 9 onwards. Notosetae include stout, winged capillaries and fine spinulose forms; neurosetae of the first three setigers are stout acicular setae with smooth curved tips, and later neurosetae are hooks with five to six teeth above the main fang. Support: Detailed morphological and setal characteristics, including segment counts, glandular patterns, and chaetal types, are provided in the context."
What are the taxonomic characteristics of Euclymene annandalei,"Euclymene annandalei Southern, 1921 features a body up to 80 mm long, pale in alcohol, with 21 setigers, including two achaetous preanals, followed by a pygidial ring and funnel. The anterior segments are short, with setigers 3–8 only slightly longer than they are broad, while the later segments lengthen posteriorly. The prostomium is bluntly triangular with numerous ocelli. Notosetae are narrow-winged capillaries at the front and feathered capillaries further back. Neurosetae in the first three setigers include a single smooth, bent-tipped acicular spine; subsequent segments have many hooks with a vertical series of 5–6 teeth above the main fang and well-developed tendons underneath. The pygidium has a funnel with 14 short, equal anal cirri and one longer ventral cirrus; the anus is sunken, and there is no ventral valve. Nuchal grooves are straight, about two-thirds the length of the cephalic plate. The cephalic plate’s rim is high at the front and lower at the back, divided into approximately eight crenulations. Glandular patterns show faint rings on setigers 1–3, broad bands on setigers 4–8, a mid-dorsal streak from setiger 9 onward, and a narrow mid-ventral streak from setiger 7 to the pygidium. The first preanal segment is well developed, about two-thirds the length of the last setiger, while the second preanal is shorter and less developed. Geographically, this species is found in the Tropical Indian Ocean (India) but has not been recorded from southern Africa.","Euclymene annandalei is characterized by a body up to 80 mm long, a bluntly triangular prostomium with numerous ocelli, straight nuchal grooves two-thirds the length of the cephalic plate, a cephalic rim high anteriorly and divided into about eight crenulations posteriorly, 21 setigers, two achaetous preanals, a pygidial ring and funnel with 14 short cirri and a longer ventral one, faint glandular rings on setigers 1-3, broad bands on setigers 4-8, a mid-dorsal glandular streak from setiger 9, notosetae mainly narrow-winged capillaries anteriorly and feathered forms posteriorly, and neurosetae with hooks having five to six teeth above the main fang. Support: These features distinguish E. annandalei from related species, especially the number of setigers, cephalic rim crenulation, and glandular streaks."
What are the taxonomic characteristics of Praxillella praetermissa,"Praxillella praetermissa Malmgren, 1866 is characterized by a body length of up to 100 mm, with 19 segments, four long achaetous preanals, an indistinct pygidial ring, and a short anal funnel. The prostomium is triangular, blunt, and lacks ocelli. Notosetae are unspecified but are generally typical capillaries. Neurosetae in segments 1–3 range from two to five acicular neurosetae, featuring a blunt rostrum, three to five vestigial teeth above the apex, a vestigial tendon, and following segments with numerous hooks. These hooks have a vertical row of six to seven teeth above the main fang and fine tendons beneath. The pygidium is a short funnel with an protruding anal cone, a large ventral valve, and is surrounded by 20–30 anal cirri, with the ventral cirrus being the largest. The nuchal grooves extend about two-thirds the length of the cephalic plate. The cephalic plate has a low rim, small lateral incisions, and a single posterior notch. The four preanal segments are long and achaetous. Geographically, this species is found in the Arctic, North Atlantic from Norway to Spain, and the Mediterranean, but there are no confirmed records from southern Africa.","Praxillella praetermissa is characterized by a triangular, blunt prostomium without ocelli, two-thirds-length nuchal grooves, a low cephalic rim with lateral incisions and a posterior notch, 19 setigers, four long achaetous preanals, and a pygidium with 20–30 cirri (ventral one largest) and a protruding anal cone with a large ventral valve. The first three setigers have 2–5 acicular neurosetae with blunt rostrum and vestigial teeth; later neurosetae have 6–7 teeth above the main fang in a vertical series and fine tendons below. Support: Detailed morphological and setal characteristics, as well as segment and cirri counts, are provided for taxonomic identification."
What are the taxonomic characteristics of Maldane sarsi,"Maldane sarsi Malmgren, 1866 is characterized by a body length of up to 100 mm, enclosed within a sausage-shaped mud tube. It has 19 setigers, two short, indistinct achaetous preanals, and a pygidium. The notosetae on anterior segments feature winged capillaries with sharply tapered blades, while posterior segments display winged capillaries along with some slender, faintly twisted spinulose forms. Its habitat consists of mud and tube-dwelling behavior. The neuropodial hooks have a main fang topped by a transverse arc of about 12 large teeth, with a cap of numerous small denticles above. Nuchal grooves are short and nearly straight. The cephalic rim is low, deeply notched laterally, with a smooth posterior margin. The two preanal segments are short, indistinct, and lack setae. The cephalic keel is strongly arched and well defined in European populations, but broader and less distinct in South African ones. The pygidium's anal plate is oval, slanting, with a chitinized rim, lateral notches, and otherwise smooth. Its distribution is cosmopolitan, ranging from Arctic to Antarctic, mainly recorded in deep waters, including South Africa (Cape, Natal) and Mozambique.","Maldane sarsi is characterized by a body up to 100 mm long encased in a sausage-like mud tube, a strongly arched and well-defined cephalic keel (broader and more indefinite in S. African forms), short and almost straight nuchal grooves, a low cephalic rim deeply notched laterally, 19 setigers, two short indistinct achaetous preanals plus the pygidium, and an oval, slanting anal plate with a chitinised rim notched laterally. Notosetae include winged capillaries (tapered anteriorly, some spinulose and twisted posteriorly). Neuropodial hooks have a main fang surmounted by a transverse arc of 12 large teeth and a cap of numerous small denticles. Support: Detailed morphological features and setal types are described, including the arrangement of teeth on the hooks and body segmentation."
What are the taxonomic characteristics of Asychis capensis,"Asychis capensis Day, 1961 is characterized by a body length of up to 100 mm, enclosed within a toughened mud tube, and possessing 19 setigers. It has one to two poorly marked achaetous preanals and a pygidial plate. The prostomium is broadly semi-circular at the front, with no ocelli. The neurosetae are absent on setiger 1 but appear on subsequent setigers as a single row of hooks. Its habitat consists of mud and it is a tube-dwelling species. The hooks feature a main fang topped with two transverse arcs of teeth: the first arc has five large teeth, and the second about 20 fine denticles. The cephalic plate is a long oval without a cephalic keel. The deep cephalic rim is divided into three sections by deep lateral incisions: paired lateral flaps are smooth, and the median posterior section forms a deep, smooth-edged pocket covering roughly half of the cephalic plate. The nuchal slits are strongly curved. When fresh, the head and cephalic plate are speckled with brown. The setigers 1–8 are short; 9–13 are long; and 14–19 are short. Glandular features show that setigers 1–5 are diffusely glandular, setiger 6 has an anterior glandular band, and lateral glandular ridges extend from setiger 7 onwards. Geographically, this species is found in South Africa and is tropical.","Asychis capensis is characterized by a deep cephalic rim forming a pocket with a smooth margin and deep lateral incisions, absence of dorsal papillae, a broadly semi-circular prostomium without ocelli, strongly curved nuchal slits, a long oval cephalic plate without a keel, 19 setigers, one to two poorly marked achaetous preanals, and a vertical pygidial plate with a strongly notched lateral margin. Setiger 1 lacks neurosetae; subsequent setigers have hooks with two transverse arcs of teeth above the main fang. The body is up to 100 mm long and encased in a toughened mud tube. Support: Detailed morphological features and distinctions from related species are provided, including segment and hook structure."
What are the taxonomic characteristics of Sternaspis scutata,"Sternaspis scutata Renier, 1807 has a swollen body measuring 20–30 mm in length with 20–22 segments. The first seven segments form an introvert, and the surface is velvety due to dense, fine papillae. The prostomium is small, papillose, and usually retracted into the introvert. It has numerous branchial filaments, often coiled into spirals. Its habitat is mud. The species features a pair of genital papillae on segment 7. It has two types of capillary setae: fine and smooth, and thicker and pilose. The introvert is formed by the first seven segments. The anterior spines include three segments, each with lateral rows of about 12 acicular spines. The eight following segments have two bundles of microscopic setae embedded in the body wall. Posterior ventral shields are striated rhomboidal, each bearing 15–17 bundles of capillary setae along the outer margins. It is cosmopolitan, found from the Arctic to Antarctic, in shallow waters and very deep dredgings.","Sternaspis scutata is a short, swollen, ovoid or dumb-bell-shaped polychaete with few segments. The anterior end is invaginable, with a small, papillose prostomium and the first three segments each bearing lateral rows of stout acicular spines. Segment 7 has a pair of genital papillae. The next eight segments have microscopic setae embedded in the body wall. The posterior end has a pair of striated rhomboidal ventral shields, each with 15-17 bundles of capillary setae, and numerous branchial filaments arise from two posterior dorsal plaques. The body surface is velvety due to dense fine papillae. The anus is terminal. Support: These features are described in detail for S. scutata, including body shape, segmentation, setae arrangement, ventral shields, and branchiae."
What are the taxonomic characteristics of Owenia fusiformis,"Owenia fusiformis Delle Chiaje, 1844 features a diffusely glandular, greenish-brown body that can reach up to 100 mm in length, with 20-30 segments. Its tube is tough and cartilaginous, reinforced with imbricated shell fragments or sand grains. The thorax consists of three short setigers with capillary setae. The abdomen begins with the first five segments being significantly elongated, with subsequent segments gradually shortening. Notopodia have capillary setae with spinulose blades, while neuropodia are tiny hooks with long shafts ending in two recurved teeth. The feeding apparatus includes a feeding membrane on a trilobed base, divided into six main sections, with a terminal mouth featuring bilobed dorsal and ventral lips, and two ocular marks at the membrane's base. Geographically, this species is found in the Atlantic—from Greenland and Sweden to North Carolina and the Gulf of Mexico—along the African coast to Angola, as well as in the Mediterranean, Red Sea, Indian Ocean, northern Pacific (from Bering Sea to Japan), and Chile.","Owenia fusiformis is a tubicolous polychaete worm encased in a tough tube encrusted with sand grains or shell fragments. The head has a frilly food-gathering membrane surrounding a terminal trilobed mouth, with the prostomium fused to the achaetous buccal segment. The first three body segments are short with capillary setae, while the rest are elongated with notopodial capillaries and neuropodial rows of minute long-shafted hooks. The body is diffusely glandular, greenish brown, up to 100 mm long with 20-30 segments, and lacks palps, antennae, and anal cirri. Notosetae are spinulose capillaries; neurosetae are minute, long-shafted hooks with two recurved teeth at the apex. Support: Detailed morphological and taxonomic features are described for O. fusiformis, including tube structure, head, setae, and body segmentation."
What are the taxonomic characteristics of Flabelligera affinis,"Flabelligera affinis Sars, 1829. The body reaches up to 60 mm in length, with approximately 50 segments, and is entirely encased in a thick mucilaginous sheath supported by long, pedunculate papillae. The prostomium features a triangular cephalic hood with a median ridge on the inner side and two conical papillae at its base. It has two pairs of large, nearly fused, indistinct eyes and a mouth with puckered lips. The setae consist of notosetae—annulated capillaries—and neurosetae—compound hooks with transversely striated shafts and jointed brown tips. There are two groups of over 30 fine branchial filaments emerging from the thickened margin of the cephalic hood, arranged in several irregular rows. The species has two short, frilly palps. Notopodia extend from setiger 2 onward, bearing about six annulated capillary setae per segment and supported by elongated, club-shaped papillae. Neuropodia have one to two stout, compound hooks per segment. The cephalic cage is short, formed by roughly 50 capillaries from setiger 1 on each side. Its distribution includes the Arctic and Atlantic regions, from Norway and Greenland to the English Channel, Canary Islands, Senegal, Falkland Islands, South Georgia, and the far northern Pacific from Bering Sea to northwest Japan.","Flabelligera affinis is a flabby, translucent polychaete up to 60 mm long with about 50 segments, entirely covered by a thick mucilaginous sheath supported by long pedunculate papillae. It has a short cephalic cage formed by 50+50 capillaries of setiger 1, notosetae as annulated capillaries, and one to two stout compound hooks (neurosetae) per segment. The head has two groups of 30+ fine branchial filaments, two short frilly palps, a median cephalic ridge, and two pairs of large, almost fused eyes. Support: Diagnostic features include the mucilaginous sheath, cephalic cage, arrangement of branchial filaments, and structure of setae and papillae."
What are the taxonomic characteristics of Pycnoderma congoense,"Pycnoderma congoense Grube, 1877 features a body approximately 50 mm long, about 2 mm wide, with around 70 segments. It does not swell at the front nor taper significantly at the back. The notosetae are slender, ringed capillaries with flagelliform tips, while the neurosetae are also annulated but thicker than the notosetae. The species has one pair of short, grooved palps. The notopodia consist of typical segments with slender, ringed capillaries ending in flagelliform tips. The neuropodia have setae similar but thicker than the notosetae. The cephalic cage is poorly developed, made of notosetae and neurosetae from setiger 1 and notosetae from setiger 2, with absent neurosetae in setiger 2 and setae directed forward. Its surface is covered with a cartilaginous cuticle and scattered long, fine, knobbed papillae. The cephalic hood is present, bearing numerous slender branchial filaments arranged in two groups. It has three well-developed lips—one dorsal and two ventro-lateral. Geographically, it is found in tropical western Africa from Liberia to Angola.","Pycnoderma congoense has a long, slender body (~50 mm long, 2 mm broad, ~70 segments) covered with a cartilaginous cuticle and scattered long, fine, knobbed papillae. The cephalic hood bears numerous slender branchial filaments in two groups, a pair of short grooved palps, and three lips (one dorsal, two ventro-lateral). The cephalic cage is poorly developed, formed by notosetae and neurosetae of setiger 1 and notosetae of setiger 2. Notosetae are slender, annulated capillaries with flagelliform tips; neurosetae are similar but stouter. The body is not swollen anteriorly or tapered posteriorly. Support: Detailed morphological and setal characteristics, as well as cephalic and body features, are described for the species."
What are the taxonomic characteristics of Brada villosa capensis,"Brada villosa capensis Day, 1961 is described as having a maggot-like body approximately 15 mm long with about 36 segments. The body is broadly cylindrical with both ends truncated. Notosetae consist of roughly six long, slender capillaries per parapodium, which are annulated to fine tips. The neurosetae include about four to five shorter, sturdier capillaries; the proximal half is closely annulated, while the distal half is smooth. The first setiger features elongated setae without forming a cephalic cage, with around 8 notosetae and 4 neurosetae; other parapodia are reduced and simple. The nephridia are located on the fifth setiger, characterized by a stout nephridial papilla positioned antero-ventrally to the neuropodium. The surface of the body is sandy, especially on the dorsum. Dorsal papillae are long and cylindrical, approximately 8 times longer than broad, with parapodial papillae being even longer. Ventral papillae are small and cylindrical, about 3 to 4 times longer than broad. The species is found in South-west Africa and South Africa, suggesting a tropical subspecies.","Brada villosa capensis has a maggot-like, broadly cylindrical body about 15 mm long with 36 segments and truncate ends. The dorsal surface has long cylindrical papillae (~8x as long as broad), with even longer papillae on parapodia and smaller ventral papillae. The surface is sandy, especially dorsally. The first segment has elongated setae (not forming a cage), about eight in the notopodium and four in the neuropodium. Later parapodia have about six long, slender notopodial capillaries and four to five shorter, stouter neurosetae with annulated proximal halves and non-annulated distal halves. The cephalic hood is poorly developed, with 30–40 short branchial filaments in a dorsal arc, a pair of short, stout, grooved palps, and an indistinct prostomial swelling without eyes. There is a pair of prominent nephridial papillae on setiger 5. The mouth is ventral with two lateral lips and one ventral lip, none swollen. Support: The description is based on detailed morphological features including body shape, papillae, setae, cephalic hood, branchial filaments, palps,"
What are the taxonomic characteristics of Pherusa monroi,"Pherusa monroi, described by Day in 1957, has a small body typically under 20 mm long with about 60 segments, forming a cylindrical shape that tapers evenly into a distinct tail. It features two to three small capillary notosetae per segment and neurosetae with specific shapes: segment 3 has a long slender hook, setiger 4 has a stout simple hook, and later segments usually have one, sometimes two, stout simple hooks per neuropodium. The parapodia are reduced and simple. Its skin shows adherent sand grains on the first two segments, while the rest of the body is naked except for papillae. These small wart-like papillae are arranged in two irregular longitudinal rows per segment. The cephalic region and buccal apparatus include a well-developed cephalic cage formed by 33 + 33 setae on the first two setigers, a dorsal cephalic hood rolled inward on both sides, and 14–16 filamentary branchiae in a continuous series on the hood. It has one pair of stout, frilled palps, three short lips surrounding the mouth, and four eyes on the cephalic ridge inside the hood. The dorsal entrance to the introvert features a bifid process. Its distribution includes Southern Arabia, South-west Africa, and South Africa (Cape and Natal).","Pherusa monroi is a small, cylindrical polychaete (up to 20 mm for 60 segments), with a body tapered to a distinct tail. The first two segments have adherent sand grains; subsequent segments are naked except for two irregular rows of small wart-like papillae per segment. It has a well-marked cephalic cage formed by 33+33 setae on the first two setigers. Notosetae are 2–3 small capillaries per segment. The neuroseta of segment 3 is a single long slender hook; a stout simple hook appears on setiger 4 and on all succeeding neuropodia. The buccal apparatus has a pair of stout frilled palps, three short lips, a dorsal cephalic hood with 14–16 branchial filaments, and four eyes on the cephalic ridge. Support: Detailed morphological description including setae, papillae, cephalic cage, and buccal structures."
What are the taxonomic characteristics of Sabellaria pectinata,"Sabellaria pectinata Fauvel, 1928 features a body measuring up to 8 mm in length, pale in alcohol. It has a median cirriform lobe. The tube is fragile. The paleae operculum has outer paleae that are 15–20 in number, elongate, with about 12 teeth each. These teeth increase in size distally, ranging from small denticles to long, sharp spines. The central spine is not significantly longer than the others. The middle paleae are smaller than the outer row, asymmetrically spoon-shaped with produced tips, and their surface has scaly ridges forming cusps at the edges, except on the asymmetrical overlapping flange. The inner paleae resemble the middle paleae but are longer, sharper, and directed inward, with ridges forming spinules toward the tip. The opercular groove contains two to three smooth spines located in the dorsal groove between the opercular peduncles. The buccal tentacles are very long and stiff. Geographically, this species is found in the tropical Indian Ocean, including India (Gulf of Mannar) and South Africa (Natal).","Sabellaria pectinata is characterized by a body up to 8 mm long, pale in alcohol, and a fragile tube. It has about 15–20 elongate outer paleae with ~12 teeth increasing in size distally, middle paleae that are smaller, asymmetrically spoon-shaped with scaly ridges forming cusps, and innermost paleae with longer, sharper, inward-directed tips and spinules. There are 2–3 smooth spines in the dorsal groove between opercular peduncles, a median cirriform lobe, and remarkably long, stiff buccal tentacles. The inner paleae have serrated margins, and the outer paleae have tapered, denticulate ends. Support: Detailed morphological description and diagnostic key are provided for S. pectinata, distinguishing it from related species."
What are the taxonomic characteristics of Sabellaria intoshi,"Sabellaria intoshi Fauvel, 1914 is characterized by a large body, reaching up to 60 mm in length. It has a short median cirriform lobe ventrally located between the opercular lobes. The tube is notably very hard and often forms gregarious clusters. The operculum paleae feature outer paleae ending in five unequal teeth, with the median tooth being the longest; these are usually smooth, though some dorsal paleae in juveniles may be barbed. The middle paleae are short, broad, asymmetrically boat-shaped, overlapping laterally, while the inner paleae are longer, tapering, and similar in shape to the middle paleae. The opercular groove contains two to three smooth, needle-like setae in the dorsal groove between the opercular peduncles. In the buccal region, there is a ridge posterior to the median cirrus, with one pair of slender, grooved palps situated before the mouth. Buccal cirri are numerous, arranged in approximately 12 rows. Abdominal setae include uncini with two rows of seven teeth. The species is distributed in the Eastern Atlantic from the English Channel to tropical western Africa, including regions like Angola, South Africa (Natal), and Mozambique.","Sabellaria intoshi is a large species (up to 60 mm) with very hard tubes, often forming gregarious masses. Outer paleae end in five unequal teeth, the median being longer; middle paleae are short, broad, and asymmetrically boat-shaped; inner paleae are longer and tapered but similar to the middle ones. It has two to three smooth acicular setae in the dorsal groove, a short median cirriform lobe ventrally, a pair of slender grooved palps, about 12 rows of buccal cirri, and abdominal uncini with two rows of seven teeth. The type locality is Sao-Thome, Gulf of Guinea. Support: The description includes details of body size, tube structure, paleae morphology, setae, palps, buccal cirri, and uncini arrangement."
What are the taxonomic characteristics of Lygdamis indicus,"Lygdamis indicus Kinberg, 1867 has a median cirrus that tapers. The abdomen’s setae are described as abdominal uncini with two rows, each containing eight to nine teeth. The paleae of the operculum are about 25 external paleae on each side; they are smooth, straight, tapered to a recurved tip, with margins finely striated in juveniles. The inner paleae number around 16 on each side; they are considerably stouter than external paleae and have blunt ends. The buccal region features one pair of large, grooved palps located anterior to the mouth. Buccal cirri are slender, arranged in approximately 8–10 rows on the inner sides of the opercular peduncles. The operculum is oval and slanting. This species is found in tropical Indo-West Pacific, including the East Indies (Bangka Straits) and South Africa (Natal).","Lygdamis indicus is characterized by an oval, slanting operculum with about 25 smooth, straight, and tapered external paleae on each side, and about 16 much stouter inner paleae with blunt ends. It has a tapered median cirrus, a pair of large grooved palps in front of the mouth, 8-10 rows of slender buccal cirri on the inner sides of the opercular peduncles, and abdominal uncini with two rows of eight to nine teeth each. The opercular peduncles are elongate and not fused, and the body has four parathoracic segments with oar-shaped setae. The type species is Lygdamis indicus Kinberg, 1867. Support: These features distinguish L. indicus within the Sabellariidae, especially the blunt-tipped inner paleae and the arrangement of opercular and abdominal structures."
What are the taxonomic characteristics of Amphictene capensis,"Amphictene capensis Pallas, 1766 has a large body, reaching up to 90 mm in length. Its notosetae consists of a single row of broad, smooth-winged capillaries and another row with a basal spur and spinulose blade. The ventral side features the second pair of tentacular cirri on a segment, incised into about 12 square lappets. It has two pairs of tentacular cirri, both shorter than the paleae. The first three segments exhibit only notosetae. Uncini are arranged in two rows with six to eight major teeth, followed by four crowded rows of approximately eight minor teeth; the basal gouge is large and horseshoe-shaped. The tube is straight, made of short sponge spicule segments arranged like bricks or occasionally of small, evenly sized sand grains in rows. The abdomen contains thirteen segments with notosetae and uncini, plus one achaetous prescaphal segment. The operculum in the cephalic region has about 20 serrations, with the cephalic veil fused medially to the operculum but free from the bases of the first tentacular cirri. Between the veil margins and the base of the first tentacular cirrus, there are two clavate papillae and one conical lobe. Each side bears eleven to fifteen golden paleae. The velum has twenty to thirty cirri. The branchial region shows lateral swellings dorsal to the second tentacular cirrus and the first pair of gills. The scaphe is oval, with seven to eight scaphal hooks on each side, two pairs of marginal cirri proximally, and one pair distally. The anal region features a shield-shaped anal ligule and a slender, often detached, anal cirrus. Geographically, this species is found in South-west Africa, South Africa, tropical regions, and possibly the Red Sea.",Insufficient context. Support: The provided context does not contain information on the taxonomic characteristics of Amphictene capensis.
What are the taxonomic characteristics of Melinna monoceroides,"Melinna monoceroides Fauvel, 1936 features a body up to 17 mm long. The prostomium is trilobed, lacks eyes and glandular ridges. It has two groups of four branchiae; three are fused over half their length, forming a semicircular arrangement around the fourth, which is long, smooth, and extends beyond the prostomium. The thorax comprises fourteen uncigerous segments beginning at segment VII. The abdomen's segment count is unknown; abdominal neuropodia lack superior cirri. Segment VI has a transverse dorsal ridge creating a deep, smooth-margined pocket. It has a single, large tentacle from the upper lip. Segments III–V (possibly VI) have fine neuropodial acicula; segment IV has stout notopodial hooks; V and VI have fine notopodial capillaries. The thoracic uncini form a single series of five to six teeth above a small rostral point and basal prow. This species is found in deep waters off the Atlantic coast of Morocco and Angola.","Melinna monoceroides is characterized by a trilobed prostomium without eyes or glandular ridges, a single greatly enlarged tentacle from the upper lip, and branchiae in two groups of four (three united for half their length, arranged semicircularly around the fourth). The gills are long and smooth. Segments III-V (possibly VI) have fine neuropodial acicula; segment IV has stout notopodial hooks, segments V and VI have fine notopodial capillaries. There is a transverse dorsal ridge across segment VI forming a deep pocket. Fourteen uncigerous thoracic segments start from segment VII, with thoracic uncini having a single series of five to six teeth above a small rostral point and basal prow. Abdominal segment and pygidium details are unknown; abdominal neuropodia lack superior cirri. Support: The description includes body length, prostomium structure, tentacle, branchiae arrangement, setae types, segmental features, and thoracic uncini details."
What are the taxonomic characteristics of Melinna cristata,"Melinna cristata Sars, 1851 features a tapered body up to 50 mm in length. The prostomium has eye-spots, and the branchiae consist of two separate groups of four, connected by a web covering less than half their length. It has fourteen uncigerous thoracic segments starting from segment VII. The abdomen includes thirty to fifty segments with neuropodia forming uncigerous pinnules, while the notopodia are small and rudimentary. A transverse dorsal ridge with a dentate margin appears on segment VI. The smooth buccal tentacles have a longitudinal groove on one side. The anal region lacks cirri. Thoracic uncini are arranged in a single series with three to four teeth above a small rostral point and basal prow, sometimes with an additional crest of three to five teeth. Segments III–VI contain fine neuropodial acicula embedded in the body wall. The anterior notopodia show stout hooks on segment IV, with capillaries on segments V and VI. The species is distributed across the Arctic, North Atlantic (from Greenland to the English Channel and North Carolina), boreal North Pacific (from Alaska to northwest Japan), and subantarctic waters.","Melinna cristata is an ampharetid polychaete with a tapered body up to 50 mm long, prostomium with eye-spots, smooth buccal tentacles with a groove, and branchiae in two groups of four united by a web for less than half their length. Segments III–VI have fine neuropodial acicula; segment IV has stout notopodial hooks; segments V and VI have notopodial capillaries. There are 14 uncigerous thoracic segments, a transverse dorsal ridge on segment VI, thoracic uncini with a single series of 3–4 teeth, and 30–50 abdominal segments with uncigerous pinnules and rudimentary notopodia. No anal cirri are present. Support: Detailed morphological and segmental features, including gill arrangement, setae, and uncini, are described for identification."
What are the taxonomic characteristics of Isolda whydahaensis,"Isolda whydahaensis Augener, 1918: The body is small, about 5 mm long. The prostomium is triangular; no eyes present. The branchiae are long, slender, arranged in two groups of four, and are basally united; the inner pairs are thicker than the outer pairs and have numerous tiny lamellae. The thorax comprises twelve uncigerous segments starting from segment VII. The abdomen has many segments and bears square uncigerous pinnules. A transverse dorsal ridge is present on segment VI, with a smooth margin. The head is snout-like. The thoracic uncini are in a single series of five to six equal teeth, positioned above a small rostral point and a projecting prow. Fine acicular neurosetae are embedded in segments III–V of the anterior aciculae, but are absent in segment VI. The anterior notopodia are on segment IV, with stout notopodial hooks; segments V and VI have notopodial capillaries. The short, grooved tentacles are mounted on a protrusible tongue from the roof of the mouth. The pair of lateral folds surrounds the branchiferous region. Abdominal uncini usually have two rows of teeth. Geographically, the species is found in Western Africa from Morocco to Angola but has not been recorded in South Africa.","Isolda whydahaensis is a small species (~5 mm) with a snout-like head and triangular prostomium, short grooved tentacles on a protrusible ""tongue,"" and no visible eyes. It has a pair of lateral folds embracing the branchiferous region, a dorsal ridge across segment VI, and long, slender branchiae in two groups of four (inner pairs stouter with minute lamellae). Fine acicular neurosetae are present in segments III–V, stout notopodial hooks on segment IV, and notopodial capillaries on segments V and VI. There are 12 uncigerous thoracic segments from segment VII, thoracic uncini with a single series of 5–6 equal teeth, and abdominal uncini with two rows of teeth. Abdominal segments are numerous with square uncigerous pinnules. Support: Detailed morphological and segmental features, including gill arrangement, setae, and uncini, are described for this species."
What are the taxonomic characteristics of Melinnopsides capensis,"Melinnopsides capensis Day, 1955 has a small body about 6 mm long, with a gregarious nature, living in sandy tubes attached to corallines. The prostomium is arched with a rounded front margin. It has two to three pairs of eyes. The branchiae consist of three pairs, are smooth and cirriform, and are all united basally to form a continuous row of six on segment III. The thorax includes ten uncigerous segments starting from segment VII. The abdomen has approximately 28 segments and bears square uncigerous pinnules. There is no dorsal crest on segment VI. The thoracic uncini are arranged in a single vertical series of five teeth above a small rostral point and basal prow. The anterior segments have fine neuropodial acicula embedded in segments III–V, but they are absent from segment VI. The notopodia on segments V and VI have capillaries, while segment IV lacks notopodial hooks. The abdomen's notopodia are rudimentary and absent. This species is found in South Africa, specifically in Cape and Plettenberg Bay.","Melinnopsides capensis is a small ampharetid polychaete (~6 mm) with smooth buccal tentacles grooved on one side, three pairs of smooth cirriform gills united basally across segment III, no dorsal crest on segment VI, and no notopodial hooks on segment IV. Segments V and VI have notopodial capillaries, and segments III-V (not VI) have fine neuropodial acicula. It has ten uncigerous thoracic segments (from segment VII) and about 28 abdominal segments with square uncigerous pinnules. Thoracic uncini have a single vertical series of five teeth above a small rostral point and basal prow. The prostomium is arched with a rounded anterior margin and has two to three pairs of eyes. Support: These features distinguish M. capensis within Ampharetidae and from related genera by the number and arrangement of gills, setae, and uncini."
