Question,Expected_answer,Generated_answer,Generated_before_support,eval_exact_match,eval_token_f1,eval_rouge1_f,eval_rouge2_f,eval_rougeL_f,eval_bleu,eval_meteor
What are the taxonomic characteristics of Capitella capitata,"Capitella capitata Fabricius, 1780 features a body that is thread-like, measuring 30–40 mm in length and about 1.0 mm wide, with a dark red coloration in life. The prostomium is conical and bears a pair of ventro-lateral eyes. The thorax comprises biannulate segments with capillary setae present in both rami from the peristomial segment to setiger 6. The abdomen has smooth segments in cross-section and long-shafted hooks in both rami. Setiger 7 varies, containing only capillaries, only hooks, or both. Sexual dimorphism is evident: females have hooks in both rami on setigers 8–9, while males have enlarged dorsal genital hooks slanting inward toward the genital opening, with normal hooks ventrally. Each hook features an arc of three to four teeth above the main fang. The species is distributed across the Arctic, North Atlantic (from Greenland and Scotland to North Carolina and Senegal), Mediterranean, Black Sea, North Pacific (from Bering Sea to northwest Japan), southern California, and the subantarctic.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Notomastus fauveli,"Notomastus fauveli Day, 1955. The body reaches up to 90 mm in length and approximately 3 mm in width, consisting of around 80 segments. The prostomium is small and conical. The setae are hooded hooks with two transverse rows of denticles above the main fang—8–10 denticles in the first row and 3–4 in the second. Capillary setae have relatively narrow blades. The branchiae are posteriorly branching, with up to 20 filaments. The peristome is featureless, lacking setae. The first thoracic segment bears capillary setae on both notopodia and neuropodia. In the abdomen, the anterior segments have notopodia forming a continuous dorsal ridge with short hooks on each side of the mid-dorsal line. From around the 15th abdominal segment onward, notopodia separate into well-defined papillae before the branchiae branch. The neuropodia in the abdomen have small superior projections in anterior segments, while the posterior segments are shorter without projections. The nephridia have inconspicuous pores and are present on the first six abdominal segments. Distribution includes South Africa, tropical regions of Sri Lanka (Ceylon), and India.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Notomastus aberans,"Notomastus aberans Day, 1957 is characterized by a body approximately 60 mm long with around 120 segments, where the posterior abdominal segments tend to become campanulate when contracted. The prostomium is elongate and conical, with indistinct eyes. It features hooded hooks with hoods twice as long as they are broad, along with at least two transverse rows of denticles above the main fang— the first row has 4–5 equal teeth, and the second has 5–7 tiny teeth. Minute papillae are present on the outer edges of the abdominal notopodia and the superior edges of the neuropodia. The peristome lacks chaetae. The first thoracic setiger only has notopodial capillaries and no neurosetae. The abdomen's notopodia consist of short rows of hooks on segments with fragile, possibly indistinct, minute papilla-like branchiae on the outer edges. The abdomen's neuropodia have short, well-separated rows of hooks. Distribution includes South Africa (Cape, Natal), Mozambique, and Madagascar.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Notomastus latericeus,"Notomastus latericeus Sars, 1851 has a body length of up to 300 mm and more than 150 segments. The prostomium is blunt, conical, biannulate, with ocular specks present. It features hooded hooks with short hoods less than twice as long as broad, and about five denticles above the main fang. The branchiae are rudimentary, consisting of notopodial swellings and triangular projections on the upper edge of the neuropodia. Its habitat includes sand and mud. The peristome is achaetous. The thorax has eleven setigers; early segments are triannulate, while later ones are quinqueannulate, with capillary setae in both notopodia and neuropodia from the first thoracic setiger. The abdomen's notopodia contain rudimentary branchiae as small swellings, and the neuropodia have long rows of hooks that nearly meet at the mid-ventral line, with small triangular branchial projections along the superior edge. Lateral organs are located between notopodia and neuropodia. In mature specimens, genital pores are present, situated posterior to the lateral organs, on segments 7–20, starting from the second abdominal segment. This species has a cosmopolitan distribution, ranging from the Arctic to Antarctic, from intertidal zones to abyssal depths, typically below 50 meters in tropical seas.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Leiochrides africanus,"Leiochrides africanus Augener, 1918, has a body approximately 60 mm long with around 200 segments. The prostomium is conical and biannulate. It features abdominal hooks with long hoods, two arcs of denticles above the rostrum— the first with one to two large denticles, the second with three to four smaller denticles. The retractile branchiae arise between the notopodia and neuropodia of the posterior abdominal segments and may have two to four lobes. The thorax is not externally differentiated. Posterior abdominal segments have rows of notosetae that are broadly separated dorsally, and hooks are present on the neuropodia. Its distribution spans tropical western Africa from Ghana to Angola, including South Africa, with a presence in Natal.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Mediomastus capensis,"Mediomastus capensis Day, 1961 is characterized by a body that is thread-like, approximately 14 mm in length, with around 60 segments. The ventral side of the abdominal segments is flattened, and the dorsal side is thin-walled, with visible fecal pellets giving a beaded appearance. The prostomium is biannulate, conical, and lacks eyes. The setae are hooded hooks with two arcs of equal teeth above the main fang; the first arc has eight teeth, and the second arc has three to four teeth. Absent branchiae and an achaetous buccal segment are noted. The thorax comprises segments 2–5 that are biannulate with capillary setae on both rami; segments 6–11 are narrowed, biannulate to multiannulate, with long hooded hooks in both rami. The first abdominal segment is stouter than the last thoracic segment, with ventrally flattened segments and poorly defined parapodia. The notopodia and neuropodia of the abdomen feature short rows of hooded hooks, evenly spaced around each segment. The species is distributed in South Africa (Cape, Natal) and South West Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Heteromastus filiformis,"Heteromastus filiformis Claparède, 1864 has a filiform body, reaching up to 100 mm in length and about 1 mm in diameter. Its thorax and abdomen are not sharply distinct; the anterior abdominal segments are long and cylindrical, while the posterior segments become shortened and campanulate or strobiliform, with projecting uncigerous lobes. The prostomium is conical. The branchiae are indistinct, appearing as small superior projections of neuropodia starting from around segment 80. The thorax is biannulate and tessellated, with genital pores located on segments 9 to 12. The anterior abdominal segments are cylindrical, middle segments are shorter, and the posterior ones are campanulate or strobiliform, featuring short rows of hooks on projecting lobes. Thacheal setae in the thorax are hooded hooks with long hoods and about six denticles above the main fang. Abdominal setae are hooded hooks with shorter hoods and 3–4 denticles above the main fang. The species is distributed across the North Atlantic (Greenland to the Gulf of Mexico), Mediterranean, Morocco, Persian Gulf, North Pacific (from Bering Sea to Japan and southern California), as well as South Africa (Cape, Natal) and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Dasybranchus caducus,"Dasybranchus caducus Grube, 1846 is characterized by a large body, reaching up to 300 mm in length and about 10 mm in diameter. The prostomium is short and conical. Its setae are hooded hooks with hoods no more than twice as long as they are wide, featuring three to four transverse rows of denticles above the main fang, with each row containing approximately eight denticles of equal size. The retractile branchiae originate above the neuropodia from roughly abdominal segment 20 onwards, branching into up to 20 branches. The thorax has biannulate, tessellated segments. Genital pores are located in intersegmental constrictions between setigers 12 and 13 in sexually mature specimens, just before the last thoracic segment. The abdomen's parapodia are low ridges with rows of hooks, with anterior abdominal notopodial hooks separated by a narrow mid-dorsal gap. Its distribution includes the Mediterranean, Red Sea, tropical Indian Ocean south to Madagascar, and southern Africa (Natal; Mozambique).",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Dasybranchus bipartitus,"Dasybranchus bipartitus Schmarda, 1861 is characterized by a large body, reaching up to 300 mm in length and approximately 6 mm in width, with over 200 segments. The prostomium is short and conical. Its setae consists of hooded hooks with hoods three to five times as long as broad, featuring three transverse arcs of teeth above the main fang. The first row has 1–4 teeth, and the second row has 4–8 teeth, with teeth decreasing in size distally. The branchiae are retractile, beginning around abdominal segment 40, with up to 13 branches per gill in larger specimens. The thorax has segments that are biannulate and tessellated. Nephridial pores are present from setigers 9–10 continuing to abdominal setigers 14–15. The abdomen's parapodia are low ridges with rows of hooks; anterior abdominal notopodia display a broad dorsal gap between right and left hook rows, while anterior abdominal neuropodia have long hook rows separated by a small mid-ventral gap. Posterior segments have short hook rows in both rami with wide gaps. This species is distributed in South Africa, tropical regions, the English Channel, and probably Sweden.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Scyphoproctus djiboutiensis,"Scyphoproctus djiboutiensis Gravier, 1906 features a slender, cylindrical body 23–30 mm long with over 70 abdominal segments. The prostomium is bluntly conical, with no eyes. The peristome and following segment lack chaetae. The thorax has twelve biannulate setigers with capillary setae; last thoracic neuropodial capillaries are partly or fully replaced by hooks. The anterior abdominal hooks are hooded and denticulate; posterior hooks are enlarged, without hoods or denticles, forming stout spines. Hooks have a short hood nearly as broad as long, with a main fang at a right angle, and a crest of four denticle rows. The abdomen has no parapodial projections or branchiae, with thin walls. Setal rows have evenly spaced hooks of equal length; notopodial rows converge dorsally and nearly fuse before the anal plate. Capillary setae are simple and narrow-winged. The anal plate, formed by fusion of several segments and pygidium, is slanting, dorsally flattened, with the anus dorsal to large terminal cirri. The margin has 10–12 groups of spines; the anterior margin has about 20 fused spines. Posterior groups decrease from 4–5 to 1–2 spines near the cirri. A single row of dorsal neuropodial hooks matches the dorsal palisade. Distribution includes the Tropical Indian Ocean, Gulf of Aden, Sri Lanka, and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Parheteromastus tenuis,"Parheteromastus tenuis Monro, 1937 is characterized by a slender body measuring up to 50 mm in length and approximately 0.5 mm in width, comprising around 140 segments. The prostomium is conical, with no eyes. Thoracic setae are simple capillaries, with thoracic hooks featuring relatively long hoods and abdominal hooks with shorter hoods. Parapodial ridges are poorly developed. The pygidium has a single short anal cirrus. Branchiae are absent, and the peristome is achaetous. The thorax is slightly swollen, followed by 11 setigerous segments; the first four thoracic setigers have capillary setae in both notopodia and neuropodia, while the last seven have hooded hooks in both rami. Hooks are present in both rami of the abdomen, with hoods shorter than those of thoracic hooks. The thorax-abdomen transition is poorly marked, mainly distinguished by hook morphology. Distribution includes Myanmar (Burma) and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Branchiomaldane vincenti,"Branchiomaldane vincenti Langerhans, 1881 is characterized by a small, thread-like body approximately 10 mm in length, composed of 30 to 50 biannulate segments. The prostomium is ovoid-conical with two groups of ocelli and lacks otocysts. Its branchiae are notopodial, consisting of three to five simple filamentous branches located posterior to the notosetae. It is a hermaphrodite. The proboscis is globular. The posterior region contains 15 to 30 biannulate segments with parapodia throughout, most featuring notopodial branchiae. The peristome is achaetous, with the following segment also lacking chaetae. The anterior region has 14 to 20 abranchiate segments, with the anterior annulus of each segment more prominent than the posterior. Notopodia have capillary setae across all segments, while neuropodia only have hooks. There are two pairs of nephridia, opening on setigers 5 and 6. The digestive system includes one pair of oesophageal caeca. Notosetae are capillaries with flattened blades and minutely spinulose tips; neurosetae are hooks with three to four teeth above the rostrum and no hoods. The species is found in the North Atlantic, from the English Channel to the Canary Islands, the northeastern Pacific to southern California, and tropical South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Arenicola loveni loveni,"Arenicola loveni loveni Kinberg, 1867 is characterized by a very large body, with a long, achaetous posterior section and a tail that can reach approximately 800 mm. The prostomium is trilobed, featuring a broad, median triangular lobe and V-shaped lateral lobes. It has thirteen pairs of branchiae beginning from setiger 7. Its habitat includes muddy sand in protected bays and estuaries, from low-water neap to low-water spring tides. The notopodia possess specialized notosetae, while the ventral neuropodia display long ridges in the branchial region that nearly meet at the mid-ventral line. It has five pairs of nephridia, opening on segments 5 to 9. The digestive system includes an oesophagus with one pair of glandular caeca. Notosetae feature lateral toothed crests with narrow, finely spinulose laminae, while neurosetae are hooks with faint or absent denticles. Sense organs comprise one pair of closed statocysts, each with a single statolith. The septal pouches are extremely large, extending into the third diaphragm or beyond. Circulatory features include a dorsal septal vessel that shifts from the subintestinal to the dorsal vessel at setiger 12, with no preventricular dilations. The nominate subspecies lacks preventricular dilations in the dorsal vessel. Geographically, this subspecies is found in South Africa, including Cape and Natal.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Rhodine gracilior,"Rhodine gracilior Tauber, 1879 is characterized by a body length of up to 50 mm, approximately 1.0 mm in width, with a minimum of 23 setigers, including 5–10 achaetous preanal segments. Its color is pale with a red or purple hue on the fourth setiger. The prostomium features an oval hood over the mouth, a smoothly arched cephalic ridge, n-shaped nuchal grooves, and no eyes. Notosetae are narrow-winged capillaries and flattened, sword-like setae. The pygidium is a short, blunt cone with a terminal anus and a well-developed ventral valve. Glands are fully present in setigers 3–4, with the anterior half glandular from setigers 5–9, and restricted to the area around the parapodia in posterior segments. The tube is fragile. Neuropodia have hooks from setiger 5 onward, arranged in paired face-to-face rows. Setiger 1 is about five times longer than broad. Posterior segments gradually decrease in length and are achaetous preanals, much broader than long. The head is roughly three times longer than broad, with the junction to setiger 1 marked only by a dorsal crest. Setigers 25 become progressively shorter, while setigers 58 are nearly equal in size and about twice as long as broad. Setigers 9–10 are fused, and setigers 11–16 are three to five times longer than broad. The collars are smooth, with anterior collars on setigers 2–3 and posterior collars from setiger 17 onward, including preanals. Neuropodial hooks have an expanded head bent backward relative to the shaft, a cap of 15–20 denticles above the rostrum, rudimentary tendons, and a subterminal boss. The species is distributed in Sweden, Nigeria, Angola, and South Africa, primarily in tropical regions.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Nicomache lumbricalis,"Nicomache lumbricalis Fabricius, 1780 is characterized by a body length of up to 160 mm, cylindrical shape, and 22–23 setigers, including a very short, achaetous preanal segment. The prostomium is short, broad, and poorly defined, blending into an arched cephalic keel, with juveniles exhibiting ocelli. Its setae include notosetae that are capillaries and feathered, with neurosetae composed of acicula anteriorly and hooks posteriorly. The pygidium is ring-shaped with a short funnel, featuring 15–25 equal-sized anal cirri, a sunken anus, and no ventral valve. Notopodia consist of winged, capillary setae and fine feathered capillaries. The short, S-shaped nuchal grooves are present. Anterior neuropodia have one smooth acicular spine on the first three; posterior neuropodia have numerous hooks, each with a series of 4–5 teeth above the main fang and tendons below. This species is distributed across Arctic and North Atlantic regions from Greenland to the English Channel, North Pacific from Bering Sea to Japan and western Canada, as well as Bouvet Island, South Africa, and tropical areas.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Nicomache mossambica,"Nicomache mossambica Day, 1951 is characterized by a body length of up to 240 mm and about 5 mm in width, featuring 37 setigers. The first three segments are short, with subsequent segments becoming longer. The prostomium is described as a head bent forward with a short, arched cephalic keel dorsally. Notosetae are capillary and spinulose, while neurosetae include acicula anteriorly and hooks posteriorly. The pygidium is long and cylindrical, rimmed with many short anal cirri, and followed by a small achaetous preanal segment. Notopodia have narrow wings with capillary setae and some fine spinulose capillaries. The nuchal grooves are nearly parallel. The anterior neuropodia (segments 1–3) have two to four straight acicular spines, while the posterior neuropodia have rows of hooks, each with a vertical series of five teeth above the main fang. The first three segments of the thorax are ventrally glandular. Geographically, this species is recorded only in Mozambique (Delagoa Bay).",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Maldanella fibrillata,"Maldanella fibrillata Chamberlin, 1919, is characterized by a body length of up to 70 mm, comprising 19 setigers, three achaetous preanals, and segments with distinct features. The anterior segments are short with glandular rims, while the middle segments are longer; the posterior segments gradually decrease in size, with the last few being sausage-shaped. The prostomium is small with no eyes. The pygidium is funnel-shaped, with the last preanal segment fused to it; it bears about 50 subequal cirri, has a sunken anus, and lacks a ventral valve. Notopodia consist of narrow-winged capillary setae of two lengths, whereas setae are absent on setiger 1. The nuchal grooves are straight, extending approximately half the length of the cephalic plate, with anterior ends continuous and sharply bent inward rim. The cephalic plate is oval, slanting, with a high, unnotched rim. Setae on setiger 2 include 12–20 hooks per segment, each with two to three teeth above the main fan. From setiger 3 onward, there are about 30 hooks per segment, featuring vertical series of three to four teeth above the main fang. Geographically, this species is found in the Pacific Ocean off Panama at abyssal depths and off South Africa (Cape, abyssal).",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Maldanella capensis,"Maldanella capensis Day, 1961 has a body length of up to 45 mm and a width of about 2 mm. It features 19 short setigers and four very short achaetous preanals. The anterior segments are only slightly longer than wide, while the posterior segments are roughly twice as long as they are wide. The four preanals together are shorter than the last two setigers. The prostomium is broad with a curved anterior margin and numerous eye-spots. The pygidium includes a ring and funnel, with about 30 short anal cirri, a sunken anus, and no ventral valve. The notopodia contain narrow-winged capillary setae and fairly broad feathered setae. The neuropodia are absent on setiger 1. The nuchal grooves are short and straight. The cephalic plate is broadly oval with a very low rim and deep lateral notches. Setiger 2 has two hooks with three to four teeth above the main fang, while setiger 3 has three to five hooks. The posterior setae in subsequent segments include numerous hooks with an acutely curved main fang, topped by about five teeth in a vertical series. Geographically, this species is found in South Africa, specifically at the Agulhas Bank and Cape.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Axiothella quadrimaculata,"Axiothella quadrimaculata Augener, 1914 features a tiny, cylindrical body approximately 5 mm long, with 19–20 setigers, no preanals, and a pygidial ring with a scalloped funnel. The prostomium is broadly curved at the front and smoothly connects to the cephalic ridge behind. Its pygidium is shaped like a scalloped funnel. Notopodia carry capillary setae that are hastate-bladed, along with some feathered setae. Neuropodia have avicular hooks with S-shaped shafts and a swelling. These hooks have five teeth arranged vertically above the main fang. The nuchal grooves are slightly curved. The cephalic rim is low and poorly defined. The pigmentation includes barred anterior segments and brown markings on the head. Geographically, this species is found in southwest Australia, New Zealand, subantarctic islands, with doubtful reports from South Africa, as well as tropical and Mozambique Islands.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Gravierella multiannulata,"Gravierella multiannulata Fauvel, 1919. The body is slender and elongated, reaching up to 80 mm in length and 1–2 mm in width, with about 60–70 segments. The first seven segments are slightly longer than broad, while segments 8 to 12 are longer. From setiger 14 onward, segments are very short, campanulate, and have backwardly directed collars. No achaetous preanals are present, and the posterior region is often regenerative. The prostomium is well developed, conical, and equipped with numerous ocelli. The pygidium features approximately 20 anal cirri, with cirri increasing in length ventrally. The sandy tube is very fragile. Notopodia carry winged capillaries and fine feathered setae. Neuropodia have hooks starting from setigers 1 to 3, with the first three having 3–5 dentate hooks. Subsequent segments have more hooks, featuring a vertical series of 5–7 teeth above the main fang. The nuchal grooves are very long and parallel. The cephalic rim is high, with lateral and posterior indentations. This species is found in Madagascar (Tulear) and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Johnstonia clymenoides,"Johnstonia clymenoides Quatrefages, 1865: The body is elongate, reaching up to 200 mm in length, with 22 setigers and one short, poorly marked achaetous preanal segment. The prostomium is broad with ocelli present. The notosetae are described as broadly winged capillaries and feathered capillaries. The neurosetae in setigers 1–3 have hooks with one or two vestigial denticles above the apex; later hooks feature numerous denticles arranged in a vertical series. The pygidium is funnel-shaped, rimmed with 20–30 anal cirri; the largest ventral cirrus is present, but ventral valve is absent. The nuchal grooves are straight, about two-thirds the length of the cephalic plate, which is bordered by a lightly scalloped rim. Glandular structures include glandular rings on setigers 1–7 and four longitudinal glandular belts on setigers 9–15 (dorsal, ventral, and lateral). The posterior vascular cirri are found in the last 5–6 setigers, with four rows of usually unbranched vascular cirri. Its geographical distribution covers the Atlantic from the English Channel and Morocco to tropical West Africa, the Mediterranean, and South West Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Macroclymene saldanha,"Macroclymene saldanha Day, 1955 is described as having a body approximately 55 mm in length and about 1.3 mm in width. It has a creamy yellow coloration in alcohol, with 35 to 40 setigers, and the presence of an achaetous preanal segment is doubtful or absent. The prostomium is triangular, pointed, with no eyes. Notosetae include stout, broad-winged capillaries, slender spinulose capillaries, and slender smooth capillaries. Neurosetae in setigers 1–3 have straight hooks with three obsolete teeth above a blunt rostrum; subsequent hooks are well developed, featuring a vertical series of 5–7 teeth above the main fang and distinct tendons. The pygidium is small, shorter than the last setiger, lacks a funnel, and has a sunken anus surrounded by 10–20 short cirri in a ring. The nuchal grooves are straight, extending over about four-fifths of the cephalic plate. The cephalic plate has a well-developed rim that is high anteriorly, with lateral and posterior notches. Segmentation shows setigers 1–3 are short; setigers 4–8 are longer; subsequent setigers gradually decrease in length, with the last setiger approximately twice as long as wide. Glandular bands are faint on setigers 2–3, well marked on setigers 4–7, and faint again on setiger 8, with a narrow ventral glandular streak running from the first setiger to the pygidium. Geographically, this species is found in South Africa, specifically in Cape and Langebaan Lagoon.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Euclymene oerstedi,"Euclymene oerstedi Claparède, 1863: The body is slender, reaching up to 100 mm in length, with 19 setigers. It has two distinct achaetous preanal segments, followed by a circular ridge and pygidial ring with a funnel. The prostomium is small with visible ocelli. Notosetae are simple capillary setae, while neurosetae, in segments 1–3, feature one or two acicular setae with two to three vestigial teeth on a blunt apex. Later segments have numerous hooks with a vertical series of five teeth above the main fang and well-developed tendons. The pygidium has a funnel, a sunken anus, a small ventral valve, and several short anal cirri, with 7–10 longer alternating cirri. The nuchal grooves are about two-thirds the length of the cephalic plate, which is low-rimmed with one lateral notch per side. Segmentation includes short setigers 1–7, while subsequent setigers are longer. The first preanal segment is about two-thirds the length of the last setiger, the second preanal shorter, and the last preanal small and poorly marked. Glandular patterns show broad white glandular bands on setigers 1–7, contrasting with red posterior segments, and a broad mid-ventral glandular streak on setigers 7–14. Distribution includes the North Sea, English Channel, Mediterranean, with doubtful records from South Africa and the tropics.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Euclymene lombricoides,"Euclymene lombricoides Quatrefages, 1865 features an elongated body, reaching up to 150 mm in length and about 9 mm in width. It has 19 setigers, with three achaetous preanals decreasing in size, and the preanal region is slightly longer than the last setiger. The prostomium is broadly rounded at the front with indistinct ocelli. Notosetae comprise winged and feathered capillary setae, while neurosetae in the first three setigers include one to two smooth acicular setae. Following segments have numerous hooks with vertical rows of five to six teeth above the main fang and well-developed tendons. The pygidium features a ring and funnel, with the funnel sunken, no ventral valve, and numerous anal cirri that vary in length. The nuchal grooves are straight and about half the length of the cephalic plate, which is rimmed and divided into roughly 10 lobes posteriorly. Segmentation varies, with anterior segments slightly longer than broad, while posterior segments are two to four times longer than broad. The glandular pattern includes anterior rings on setigers 2–8 and sometimes a dorsal streak on setigers 8–12. Its distribution spans the North Atlantic from Scotland and the English Channel to Morocco, as well as the Mediterranean, southern Africa (South West Africa, Cape), and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Euclymene natalensis,"Euclymene natalensis Day, 1957 is characterized by an elongated body reaching up to 120 mm in length and approximately 3.5 mm in width. It has 19 setigers, with two achaetous preanals; the first preanal is nearly as long as the last setiger, while the second preanal is about half that length. The prostomium is rounded with a few ocelli. Notosetae consist of numerous winged capillary setae and a few fine feathered capillaries. The neurosetae in the first three setigers feature a single smooth acicular spine with a bent tip, whereas subsequent segments have well-developed hooks with six teeth above the main fang and stout tendons below. The pygidium has a funnel-shaped structure, about 20 subequal anal cirri, and one longer ventral cirrus, with no ventral valve. The nuchal grooves are long. The cephalic plate has a high rim laterally, separated by a notch or step from the lower posterior portion, which is smooth with a median posterior notch. The body segmentation includes the body, pygidial ring, and funnel. Glandular rings are present on setigers 2-7, with a median ventral glandular streak from setiger 9 onwards; dorsal glandular streaks are absent. Geographically, this species is found in South Africa (Cape, Natal) and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Euclymene glandularis,"Euclymene glandularis Day, 1955 is characterized by a brown body that reaches up to 138 mm in length and approximately 3.5 mm in width. It has 19 setigers, including two long achaetous preanals, with the first preanal twice as long as the second; together, these preanals are about equal to the length of the 19th setiger. The prostomium is rounded and bears numerous eye-spots. Notosetae are stout, winged capillaries, along with fine, spinulose capillaries. Neurosetae in segments 1–3 are one to three stout, smooth, acicular setae with curved tips; later segments feature numerous hooks with a vertical series of 5–6 teeth above the main fang and a prominent tendon beneath. The pygidium has a funnel shape, with 25–30 subequal anal cirri, an inset anus, and no ventral valve. The nuchal grooves are straight and about three-quarters the length of the cephalic plate, which has a posterior crenulated rim with 8–10 lobes. Segmentation shows setigers 1–7 increasing in length, setiger 8 is short, setiger 9 is twice as long, and subsequent setigers decrease in length. Glandular patterns include glandular rings on setigers 2–8, a broad dorsal glandular streak on setigers 9–14, and a faint mid-ventral glandular streak beginning at setiger 9. Its distribution includes South Africa (Cape; Natal).",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Euclymene annandalei,"Euclymene annandalei Southern, 1921 features a body up to 80 mm long, pale in alcohol, with 21 setigers, including two achaetous preanals, followed by a pygidial ring and funnel. The anterior segments are short, with setigers 3–8 only slightly longer than they are broad, while the later segments lengthen posteriorly. The prostomium is bluntly triangular with numerous ocelli. Notosetae are narrow-winged capillaries at the front and feathered capillaries further back. Neurosetae in the first three setigers include a single smooth, bent-tipped acicular spine; subsequent segments have many hooks with a vertical series of 5–6 teeth above the main fang and well-developed tendons underneath. The pygidium has a funnel with 14 short, equal anal cirri and one longer ventral cirrus; the anus is sunken, and there is no ventral valve. Nuchal grooves are straight, about two-thirds the length of the cephalic plate. The cephalic plate’s rim is high at the front and lower at the back, divided into approximately eight crenulations. Glandular patterns show faint rings on setigers 1–3, broad bands on setigers 4–8, a mid-dorsal streak from setiger 9 onward, and a narrow mid-ventral streak from setiger 7 to the pygidium. The first preanal segment is well developed, about two-thirds the length of the last setiger, while the second preanal is shorter and less developed. Geographically, this species is found in the Tropical Indian Ocean (India) but has not been recorded from southern Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Praxillella praetermissa,"Praxillella praetermissa Malmgren, 1866 is characterized by a body length of up to 100 mm, with 19 segments, four long achaetous preanals, an indistinct pygidial ring, and a short anal funnel. The prostomium is triangular, blunt, and lacks ocelli. Notosetae are unspecified but are generally typical capillaries. Neurosetae in segments 1–3 range from two to five acicular neurosetae, featuring a blunt rostrum, three to five vestigial teeth above the apex, a vestigial tendon, and following segments with numerous hooks. These hooks have a vertical row of six to seven teeth above the main fang and fine tendons beneath. The pygidium is a short funnel with an protruding anal cone, a large ventral valve, and is surrounded by 20–30 anal cirri, with the ventral cirrus being the largest. The nuchal grooves extend about two-thirds the length of the cephalic plate. The cephalic plate has a low rim, small lateral incisions, and a single posterior notch. The four preanal segments are long and achaetous. Geographically, this species is found in the Arctic, North Atlantic from Norway to Spain, and the Mediterranean, but there are no confirmed records from southern Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
