Question,Expected_answer,Generated_answer,Citations
If the diagnostic characters are as follows The body Elongate; up to 120 mm long; about 3.5 mm broad; 19 setigers; two achaetous preanals; first preanal almost as long as last setiger; second preanal about half its length. The prostomium Rounded; few ocelli present. The notosetae Numerous winged capillary setae; few fine feathered capillaries. The neurosetae Setigers 1 to 3 each with a single smooth acicular spine with bent tip; subsequent segments with well-developed hooks bearing six teeth above main fang and stout tendons below. The pygidium Funnel present; about 20 subequal anal cirri plus one longer ventral cirrus; ventral valve absent. The nuchal grooves Long. The cephalic plate Rim high laterally; separated by a notch or step from lower posterior portion; posterior portion smooth with a median posterior notch. The segmentation Body followed by pygidial ring and funnel. Identify the polychaete species.,Euclymene natalensis,"Euclymene natalensis Day, 1957",[chunk_000479]
If the diagnostic characters are as follows The body Brown; up to 138 mm long; about 3.5 mm broad; 19 setigers; two long achaetous preanals; first preanal twice length of second; both together about equal to length of setiger 19. The prostomium Rounded; numerous eye-spots present. The notosetae Stout winged capillaries; fine spinulose capillaries. The neurosetae Setigers 1 to 3 with one to three stout smooth acicular setae with curved tips; subsequent segments with numerous hooks bearing a vertical series of 5 to 6 teeth above main fang and a well-marked tendon below. The pygidium Funnel present; 25 to 30 subequal anal cirri; anus sunken; ventral valve absent. The nuchal grooves Straight; about three-quarters length of cephalic plate. The cephalic plate Rim posteriorly crenulated with 8 to 10 lobes. The segmentation Setigers 1 to 7 progressively increasing in length; setiger 8 short; setiger 9 twice as long; subsequent setigers progressively shorter. Identify the polychaete species.,Euclymene glandularis,Euclymene glandularis,[chunk_000480]
"If the diagnostic characters are as follows The body Up to 80 mm long; pale in alcohol; 21 setigers; two achaetous preanals followed by pygidial ring and funnel; anterior segments short, setigers 3 to 8 little longer than broad; later segments longer, decreasing in length posteriorly. The prostomium Bluntly triangular; numerous ocelli present. The notosetae Narrow-winged capillaries anteriorly; feathered capillaries posteriorly. The neurosetae Setigers 1 to 3 with a single smooth acicular spine with bent tip; subsequent segments with numerous hooks bearing a vertical series of 5 to 6 teeth above the main fang and well-developed tendons below. The pygidium Funnel present; 14 short equal anal cirri plus one longer ventral cirrus; anus sunken; ventral valve absent. The nuchal grooves Straight; about two-thirds length of cephalic plate. The cephalic plate Rim high anteriorly; posterior part lower and divided into about eight crenulations. The glandular pattern Faint glandular rings on setigers 1 to 3; broad glandular bands on setigers 4 to 8; mid-dorsal glandular streak from setiger 9 onwards; narrow mid-ventral glandular streak from setiger 7 to pygidium. Identify the polychaete species.",Euclymene annandalei,"Euclymene annandalei Southern, 1921.",[chunk_000481]
"If the diagnostic characters are as follows The body Up to 100 mm long; 19 setigers; four long achaetous preanals; pygidial ring indistinct; short anal funnel. The prostomium Triangular; blunt; ocelli absent. The notosetae Not specified; typical capillaries. The neurosetae Setigers 1 to 3 with two to five acicular neurosetae; rostrum blunt; three to five vestigial teeth above apex; vestigial tendon present; subsequent segments with numerous hooks bearing a vertical series of six to seven teeth above main fang and fine tendons below. The pygidium Short funnel with protruding anal cone; large ventral valve present; funnel encircled by 20 to 30 anal cirri, ventral cirrus largest. The nuchal grooves About two-thirds length of cephalic plate. The cephalic plate Rim low; pair of small lateral incisions; single posterior notch. The preanal segments Four; long; achaetous. Identify the polychaete species.",Praxillella praetermissa,"Praxillella praetermissa Malmgren, 1866",[chunk_000482]
"If the diagnostic characters are as follows The body Up to 100 mm long; enclosed in sausage-like mud tube; 19 setigers; two short indistinct achaetous preanals; pygidium present. The notosetae Anterior segments with winged capillaries having markedly tapered blades; posterior segments with winged capillaries plus a few slender, faintly twisted spinulose forms. The habitat Mud; tube-dwelling. The neuropodial hooks Main fang surmounted by a transverse arc of about 12 large teeth; above these a cap of numerous small denticles. The nuchal grooves Short; almost straight. The cephalic rim Low; deeply notched laterally; posterior margin smooth. The preanal segments Two; short; indistinct; achaetous. The cephalic keel Strongly arched and well defined in European forms; broader and less distinct in South African forms. Identify the polychaete species.",Maldane sarsi,"Maldane sarsi Malmgren, 1866",[chunk_000483]
If the diagnostic characters are as follows The body Up to 100 mm long; enclosed in toughened mud tube; 19 setigers; one to two poorly marked achaetous preanals; pygidial plate present. The prostomium Broadly semi-circular anteriorly; ocelli absent. The neurosetae Absent on setiger 1; present on subsequent setigers as a single row of hooks. The habitat Mud; tube-dwelling. The hooks Main fang surmounted by two transverse arcs of teeth; first arc with five large teeth; second arc with about 20 fine denticles. The cephalic plate Long oval; cephalic keel absent. The cephalic rim Deep; divided into three sections by deep lateral incisions; paired lateral flaps smooth; median posterior section forming deep smooth-edged pocket covering about half of cephalic plate. The nuchal slits Strongly curved. Identify the polychaete species.,Asychis capensis,"Asychis capensis Day, 1961",[chunk_000484]
If the diagnostic characters are as follows The body Swollen; 20 to 30 mm long; 20 to 22 segments; first seven segments forming an introvert; surface velvety due to dense fine papillae. The prostomium Small; papillose; usually retracted into introvert. The branchiae Numerous branchial filaments; often coiled into spirals. The habitat Mud. The genital structures Pair of genital papillae on segment 7. The capillary setae Two types; fine and smooth; stouter and pilose. The introvert Formed by first seven segments. The anterior spines First three segments each with lateral rows of about 12 acicular spines. Identify the polychaete species.,Sternaspis scutata,Sternaspis scutata,[chunk_000485]
"If the diagnostic characters are as follows The body Diffusely glandular; greenish-brown; up to 100 mm long; 20 to 30 segments. The tube Tough, cartilaginous; strengthened with imbricating shell fragments or sand grains. The thorax Three short setigers; capillary setae present. The abdomen First five abdominal segments much elongated; succeeding segments progressively shorter. The notopodia Capillary setae with spinulose blades. The neuropodia Minute hooks; long-shafted; apex with two recurved teeth. The feeding apparatus Feeding membrane on trilobed base; membrane incised into six main divisions; terminal mouth with bilobed dorsal and ventral lips; two ocular marks at base of membrane. Identify the polychaete species.",Owenia fusiformis,Owenia fusiformis,[chunk_000486]
"If the diagnostic characters are as follows The body Up to 60 mm long; ~50 segments; entirely covered by thick mucilaginous sheath supported by long pedunculate papillae. The prostomium Cephalic hood triangular; median cephalic ridge on inner side with a pair of conical papillae at base; two pairs of large indistinct eyes almost fused; mouth with puckered lips. The setae Notosetae, Annulated capillaries; Neurosetae, Compound hooks with transversely striated shafts and jointed brown apices. The branchiae Two groups of 30+ fine branchial filaments; arising from thickened margin of cephalic hood; arranged in several irregular rows. The palps Two short, frilly palps. The notopodia From setiger 2 onward; about six annulated capillary setae per segment; supported by elongate club-shaped papillae. The neuropodia One to two stout compound hooks per segment. The cephalic cage Short; formed by ~50 + 50 capillary setae of setiger 1. Identify the polychaete species.",Flabelligera affinis,Flabelligera affinis,[chunk_000487]
"If the diagnostic characters are as follows The body About 50 mm long; ~2 mm wide; ~70 segments; not swollen anteriorly; not markedly tapered posteriorly. The notosetae Slender annulated capillaries with flagelliform tips. The neurosetae Annulated capillaries, stouter than notosetae. The palps One pair; short; grooved. The notopodia Normal body segments with slender annulated capillary setae; flagelliform tips. The neuropodia Setae similar to notosetae but stouter. The cephalic cage Poorly developed; composed of notosetae and neurosetae of setiger 1 plus notosetae of setiger 2; neurosetae of setiger 2 absent; anteriorly directed setae. The integument Surface covered with cartilaginous cuticle; long, fine, knobbed papillae scattered over body. Identify the polychaete species.",Pycnoderma congoense,Pycnoderma congoense,[chunk_000488]
"If the diagnostic characters are as follows The body Maggot-like; about 15 mm long; ~36 segments; broadly cylindrical; anterior and posterior ends truncate. The notosetae About six long, slender capillaries per parapodium; annulated to fine tips. The neurosetae About four to five shorter, stouter capillaries; proximal half closely annulated; distal half smooth. The parapodia Setiger 1 with elongated setae but not forming a cephalic cage; ~8 notosetae and ~4 neurosetae; Later parapodia reduced and simple. The nephridia Setiger 5 with a stout nephridial papilla antero-ventral to neuropodium. The integument Whole surface sandy, especially dorsum. The papillae Dorsal papillae long, cylindrical; about 8 times longer than broad; Parapodial papillae even longer; Ventral papillae small, cylindrical; about 3 to 4 times longer than broad. Identify the polychaete species.",Brada villosa capensis,Brada villosa capensis,[chunk_000489]
"If the diagnostic characters are as follows The body Small; seldom exceeding 20 mm long; ~60 segments; cylindrical; evenly tapering posteriorly into a distinct tail. The notosetae Two to three small capillary setae per segment. The neurosetae Segment 3 with a single long slender hook; Setiger 4 with one stout simple hook; Subsequent segments with one, occasionally two, stout simple hooks per neuropodium. The parapodia Reduced; simple. The integument First two segments with adherent sand grains; remainder of body naked except for papillae. The papillae Two irregular longitudinal rows of small wart-like papillae per segment. The cephalic region  buccal apparatus Cephalic cage well developed; formed by 33 + 33 setae of first two setigers; Cephalic hood dorsal, rolled inward on both sides; Branchiae 14 to 16 filaments arranged in a single continuous series on the hood; Palps one pair; stout; frilled; Lips three; short; surrounding mouth; Eyes four on cephalic ridge on inner side of hood; Dorsal entrance to introvert with a bifid process. Identify the polychaete species.",Pherusa monroi,Pherusa monroi,[chunk_000490]
"If the diagnostic characters are as follows The body Up to 8 mm long; pale in alcohol. The cirri Median cirriform lobe present. The tube Fragile. The operculum  paleae Outer paleae 15 to 20; elongate; ~12 teeth each; teeth increasing distally from small denticles to long sharp spines; central spine not markedly longer than others; Middle paleae much smaller than outer row; asymmetrically spoon-shaped; tips produced; surface with scaly ridges forming cusps at edges except on asymmetrical overlapping flange; Inner paleae similar to middle paleae; tips longer, sharper, directed inwards; ridges forming spinules toward tip. The opercular groove Two to three smooth spines in dorsal groove between opercular peduncles. The buccal tentacles Very long; stiff. Identify the polychaete species.",Sabellaria pectinata,Sabellaria pectinata,[chunk_000491]
"If the diagnostic characters are as follows The body Large; up to 60 mm long. The cirri Short median cirriform lobe ventrally between opercular lobes. The tube Very hard; often forming gregarious masses. The operculum  paleae Outer paleae ending in five unequal teeth; median tooth longest; usually smooth, occasionally barbed in some dorsal paleae of juveniles; Middle paleae short; broad; asymmetrically boat-shaped; laterally overlapping; Inner paleae longer and tapered; essentially similar to middle paleae. The opercular groove Two to three smooth acicular setae present in dorsal groove between opercular peduncles. The buccal region Ridge posterior to median cirrus; one pair of slender, grooved palps anterior to mouth; Buccal cirri numerous, arranged in about 12 rows. The setae  abdomen Abdominal uncini with two rows of seven teeth. Identify the polychaete species.",Sabellaria intoshi,Sabellaria intoshi,[chunk_000492]
"If the diagnostic characters are as follows The cirri Median cirrus tapered. The setae abdomen Abdominal uncini with two rows of eight to nine teeth each. The operculum  paleae External paleae about 25 on each side; smooth; straight; tapered to recurved tip; margins finely striate in juveniles; Inner paleae about 16 on each side; much stouter than external paleae; blunt-ended. The buccal region One pair of large, grooved palps anterior to mouth; Buccal cirri slender, arranged in about 8 to 10 rows on inner sides of opercular peduncles. The operculum Oval; slanting. Identify the polychaete species.",Lygdamis indicus,"Lygdamis indicus Kinberg, 1867",[chunk_000493]
"If the diagnostic characters are as follows The body Large; up to 90 mm long. The notosetae One row of broad, smooth-winged capillaries; one row of capillaries with basal spur and spinulose blade. The ventral structures Ventrum of segment bearing second pair of tentacular cirri incised into about 12 square lappets. The tentacular cirri Two pairs; both pairs shorter than paleae. The anterior segments First three segments with notosetae only. The uncini Two rows of six to eight major teeth; followed anteriorly by four crowded rows of about eight minor teeth; basal gouge large and horseshoe-shaped. The tube Straight; composed of short lengths of sponge spicules arranged like brick rows; occasionally of small, evenly sized sand grains arranged in rows. The abdomen Thirteen abdominal segments with notosetae and uncini; followed by one achaetous prescaphal segment. Identify the polychaete species.",Amphictene capensis,Amphictene capensis,[chunk_000494]
If the diagnostic characters are as follows The body Up to 17 mm long. The prostomium Trilobed; without eyes; without glandular ridges. The branchiae Two groups of four; three branchiae united for about half their length and arranged semicircularly around the fourth; individual branchiae long; smooth; projecting well beyond prostomium. The thorax Fourteen uncigerous thoracic segments beginning at segment VII. The abdomen Number of abdominal segments unknown; Abdominal neuropodia without superior cirri. The dorsal structures Segment VI with a transverse dorsal ridge forming a deep pocket with a smooth margin. The cephalic appendages Single greatly enlarged tentacle arising from upper lip. The anterior segments  setae Segments III to V (possibly VI) with fine neuropodial acicula; Segment IV with stout notopodial hooks; Segments V and VI with fine notopodial capillaries. Identify the polychaete species.,Melinna monoceroides,"Melinna monoceroides Fauvel, 1936",[chunk_000495]
If the diagnostic characters are as follows The body Tapered; up to 50 mm long. The prostomium With eye-spots. The branchiae Two separate groups of four; branchiae united by a web for less than half their length. The thorax Fourteen uncigerous thoracic segments beginning at segment VII. The abdomen Thirty to fifty abdominal segments; neuropodia forming uncigerous pinnules; notopodia small and rudimentary. The dorsal structures Transverse dorsal ridge on segment VI with a dentate margin. The buccal tentacles Smooth; with a longitudinal groove on one side. The anal region Anal cirri absent. Identify the polychaete species.,Melinna cristata,Insufficient context.,
If the diagnostic characters are as follows The body Small; about 5 mm long. The prostomium Triangular; eyes absent. The branchiae Long; slender; arranged in two groups of four; basally united; inner two pairs stouter than outer two; inner pairs bearing numerous minute lamellae. The thorax Twelve uncigerous thoracic segments beginning at segment VII. The abdomen Numerous segments; bearing square uncigerous pinnules. The dorsal structures Transverse dorsal ridge on segment VI; margin smooth. The head Snout-like. The thoracic uncini Single series of five to six equal teeth above a small rostral point and projecting prow. Identify the polychaete species.,Isolda whydahaensis,Isolda whydahaensis,[chunk_000497]
If the diagnostic characters are as follows The body Small; about 6 mm long; gregarious; inhabiting sandy tubes attached to corallines. The prostomium Arched; anterior margin rounded. The eyes Two to three pairs present. The branchiae Three pairs; smooth; cirriform; all united basally to form a continuous row of six on segment III. The thorax Ten uncigerous thoracic segments beginning at segment VII. The abdomen About 28 segments; bearing square uncigerous pinnules. The dorsal structures No dorsal crest on segment VI. The thoracic uncini Single vertical series of five teeth above a small rostral point and basal prow. Identify the polychaete species.,Melinnopsides capensis,Melinnopsides capensis,[chunk_000498]
If the diagnostic characters are as follows The body Up to 10 mm long. The prostomium Triangular hood over mouth; laterally pinched. The eyes One pair. The pygidium One pair of anal cirri. The branchiae Four pairs; long; smooth; arranged obliquely on branchial ridge; minute median pair of nephridial papillae between branchial groups. The anterior segments Segment III with four to five small notopodial capillaries; segment IV achaetous and fused to segment III; segments V to VI with notopodial capillaries. The thorax Eleven uncigerous thoracic segments beginning at segment VII. The abdomen Fourteen to seventeen segments; long neuropodial cirri present above uncinigerous rows after first two segments. Identify the polychaete species.,Sabellides octocirrata,Sabellides octocirrata,[chunk_000499]
"If the diagnostic characters are as follows The body Up to 80 mm long. The prostomium Triangular hood over mouth; laterally pinched. The eyes One pair. The pygidium With several anal cirri, including one long pair. The branchiae Smooth; four in total; arranged as two anterior and two posterior on fused segments III to IV; extending well beyond prostomium. The thorax Twelve uncigerous thoracic segments beginning at segment VII. The abdomen Twelve segments; uncigerous pinnules bearing dorsal cirri; rudimentary notopodia absent. The thoracic uncini Two vertical series of five teeth above poorly developed rostral point and basal prow. Identify the polychaete species.",Ampharete acutifrons,Ampharete acutifrons,[chunk_000500]
If the diagnostic characters are as follows The body Up to 18 mm long. The prostomium Triangular hood over mouth. The eyes One pair. The pygidium Encircled by numerous small papillae. The branchiae Long; smooth; extending well beyond prostomium. The thorax Twelve uncigerous thoracic segments beginning at segment VII. The abdomen Twelve segments; no dorsal cirri on neuropodia; rudimentary notopodia absent. The thoracic uncini Two vertical series of six teeth above short rostral point and recurved basal prow. Identify the polychaete species.,Ampharete kerguelensis,Ampharete kerguelensis,[chunk_000501]
If the diagnostic characters are as follows The body Tapered; up to 20 mm long. The prostomium Pointed; arched downward over mouth. The eyes One pair. The pygidium With one pair of anal cirri. The branchiae Four pairs on branchial ridge; narrow gaps between pairs; short; not extending beyond prostomium tip. The thorax Twelve uncigerous thoracic segments beginning at segment VII. The abdomen Twelve segments; rudimentary notopodia absent. The buccal tentacles Beset with long papillae. Identify the polychaete species.,Ampharete capensis,Ampharete capensis,[chunk_000502]
If the diagnostic characters are as follows The body Up to 50 mm long; dorsum speckled with brown. The prostomium Flattened lobe over mouth; anterior margin rounded; eyes absent; glandular ridges absent. The notosetae Winged capillary setae throughout thorax. The pygidium With a circular ring of short anal cirri. The branchiae Four pairs; first (outermost) smooth; second (medial) unilamellate; third and fourth (lateral) bilamellate; first two pairs on branchial ridge; third and fourth pairs arising above segments V and VI. The thorax Twelve uncigerous thoracic segments beginning at segment VII. The abdomen About 50 segments; each with rudimentary notopodial lobe and uncigerous pinnule bearing a superior cirrus; anterior abdominal segments with an additional intermediate triangular projection between rudimentary notopodium and uncigerous pinnule. The buccal region Numerous smooth buccal tentacles with a longitudinal groove; tentacles arising from a hood-shaped retractile membrane housed in a pocket above true mouth. Identify the polychaete species.,Phyllocomus hiltoni,"Phyllocomus hiltoni Chamberlin, 1919",[chunk_000503]
If the diagnostic characters are as follows The body Up to 10 mm long. The prostomium Flattened hood over mouth; eyes absent; glandular ridges absent. The notosetae Winged capillary setae only; no specialised posterior notosetae. The branchiae Three pairs; smooth; arranged in a continuous transverse row across segment III; no median gap; individual gills tapered and projecting far anterior to prostomium. The thorax Twelve uncigerous thoracic segments beginning at segment VII. The abdomen Eleven segments; anterior abdominal segments with small square uncigerous tori; posterior segments with longer uncigerous pinnules expanded distally. The buccal tentacles Smooth. The thoracic uncini Single vertical series of five teeth above rostral point; basal prow recurved. Identify the polychaete species.,Samythella affinis,The polychaete species is Samythella affinis.,[chunk_000504]
If the diagnostic characters are as follows The body Up to 40 mm long. The prostomium With eye spots; fused to buccal segment. The notosetae Present on 15 segments starting from segment 6; capillary setae with very narrow wings and smooth tips. The neurosetae Long-shafted on same segments as notosetae; shafts constricted below head; head bearing an arc of about 12 long denticles above the main fang. The branchiae Six gill filaments on segments 2 to 4; arranged as three pairs; dorsal gap between right and left filaments decreasing posteriorly. The buccal segment With a pair of horizontal wing-like lateral lobes; ventral keel present. The nephridia Present in segments 3 to 7. The abdominal uncini Avicular; lateral view showing three to four denticles above main fang; face view with one to three arcs of denticles; dentition formula MF  ca 10  0 to 20. Identify the polychaete species.,Trichobranchus glacialis,"Trichobranchus glacialis Malmgren, 1866",[chunk_000505]
If the diagnostic characters are as follows The body Up to 70 mm long; uniformly tapered. The branchiae Arising from segments 2 to 4; forming a stout trunk bearing four lamellate lobes; lobes partially fused; outer pair larger than inner pair. The abdominal uncini Borne on long projecting pinnules; avicular; with one to two arcs of denticles above main fang; dentition formula MF  0 to 3  ca 10. The prostomium  cephalic region Eyes absent; tentacular lobe erect; frilled; bearing numerous short tentacles on upper surface; lower lip large; shelf-like. The ventral features Anterior ventral margins of segment 3 and succeeding segments prominent. The notopodia  notosetae Notopodial capillary setae smooth-tipped; present on 18 segments; beginning on segment 3. The neuropodia  neurosetae Neurosetae begin on setiger 6 (segment 8); first row of uncini stout; unidentate; acicular; with right-angle bend below rostrum; subsequent uncini slender with small rostrum surmounted by minute denticles. Identify the polychaete species.,Terebellides stroemi,Terebellides stroemi,[chunk_000506]
"If the diagnostic characters are as follows The body Up to 46 mm long; soft; diffusely glandular; swollen; often constricted between thorax and abdomen. The setae Completely absent. The thorax Poorly defined; about 10 segments; notopodial papillae conspicuous after first three segments. The abdomen Swollen; about 60 to 70 biannulate segments. The nephridia Four pairs reported; opening on segments 3, 4, 5, and 7. The prostomium  tentacular region Tentacular lobe large; frilly; roughly trefoil-shaped; bearing numerous grooved tentacles; eyes absent. The mouth Ventral; with two posterior lips. The ventral surface Mid-ventral groove present; with small rectangular ventral pads; groove and pads continued onto abdomen. Identify the polychaete species.",Hauchiella tribullata,"Hauchiella tribullata McIntosh, 1869",[chunk_000507]
If the diagnostic characters are as follows The body Evenly tapered; about 15 mm long. The notosetae With smooth wing. The uncini With one to three large teeth above main fang followed by an arc of 10 to 12 slender denticles; dental formula MF 1 to 3 ; 10 to 12. The thorax Twelve to nineteen segments bearing notosetae; glandular swellings present on sides of nine thoracic setigers. The notopodia Present on thoracic segments bearing notosetae. The nephridia Three pairs of very large nephridia on setigers 1 to 3. The prostomium  tentacular region Tentacular lobe longer than broad; margin frilly; tentacles rather short. The neuropodia  uncini Uncini commencing between setigers 7 and 10. Identify the polychaete species.,Polycirrus tenuisetis,Polycirrus tenuisetis,[chunk_000508]
"If the diagnostic characters are as follows The body Large; up to 36 mm long; about 60 segments. The notosetae Two types present; (a) capillaries with smooth, narrow wings; (b) broad  to plumose to  setae with blades formed by a series of transparent cones along a slender shaft. The uncini Minute; with few teeth; dental formula MF 1  1 to 3. The thorax Seventeen segments bearing notosetae. The notopodia Present on first 17 segments. The prostomium  tentacular region Tentacular lobe large; pleated. The ventral surface Region behind ventral lip covered with minute glandular papillae up to setiger 15. The neuropodia  uncini Uncini commencing on setiger 18 (first abdominal segment). Identify the polychaete species.",Polycirrus plumosus,Polycirrus plumosus,[chunk_000509]
If the diagnostic characters are as follows The body About 20 mm long; slender; pale in colour. The eyes Few eye-spots present. The notosetae Two forms present; long and short; each with a short winged proximal portion and a well-developed denticulate distal tip. The branchiae Absent. The anterior segments Without lateral lobes. The uncini Avicular; short base; four to five denticles above main fang in lateral view; edge-on view with four arcs of denticles; dental formula MF 2 to 3  4 to 4  ca 6  ca 16. The notopodia Notosetae present on 27 segments starting from segment 4. The uncigerous pinnules Absent. Identify the polychaete species.,Lanassa capensis,"Lanassa capensis Day, 1955.",[chunk_000510]
"If the diagnostic characters are as follows The body Small; about 10 mm long. The notosetae Broad-winged capillaries; tips smooth. The branchiae Single median dorsal gill on segment 2; trunk naked; distal pom-pom of short filaments arranged in 6 to 8 whorls. The anterior segments Segments 2 to 3 with swollen, glandular lateral lobes almost encircling anterior end; Segment 4 with small lateral lobes. The uncini Bases rounded; shafts absent even in first row; main fang stout; surmounted by four irregular arcs of closely set denticles; dental formula approximately MF 4  5  7  10. The abdomen About 26 long abdominal segments with small uncigerous pinnules. The notopodia Notosetae present on 17 segments starting from segment 4. The ventral surface Fifteen segments with ventral pads. Identify the polychaete species.",Pista unibranchia,Pista unibranchia,[chunk_000511]
"If the diagnostic characters are as follows The body Up to 60 mm long; about 70 to 100 segments; 17 segments bearing notosetae. The branchiae Two pairs; each with a long naked trunk and a shorter terminal tuft of filaments arranged in whorls. The uncini Avicular; bases rounded; numerous denticles above main fang; dental formula MF 5 to 6  4 to 5  12 to 14; Uncini of first 6 to 10 rows with long shafts; abdominal uncini without shafts. The abdomen Uncini borne on well-developed uncigerous pinnules. The notopodia Seventeen segments with smooth-tipped notosetae. The nephridia Nephridial papillae on segments 6 and 7. The lips Upper lip hood-shaped; lower lip straight, median-notched. The ventral surface Seventeen to twenty ventral pads. Identify the polychaete species.",Pista cristata,Pista fasciata,[chunk_000515]
If the diagnostic characters are as follows The body About 25 mm long. The branchiae Two pairs; dichotomously branched. The uncini Avicular; denticles forming a close-set cap above main fang; dental formula MF 4 to 6  4 to 9  ~5  ~12; uncini of first row without shafts and similar to those of subsequent segments. The abdomen Uncini borne on square uncigerous pinnules. The notopodia Seventeen segments bearing smooth-tipped notopodial capillaries. The nephridia Small nephridia on segment 3; large nephridia on segments 6 and. The ventral surface About 12 ventral pads. The tentacular region Tentacular lobe without eye-spots. Identify the polychaete species.,Pista macrolobata,"Pista unibranchia Day, 1963",[chunk_000511]
"If the diagnostic characters are as follows The body About 50 mm long; ~120 segments. The notosetae Two types; longer setae winged capillaries with smooth tips; shorter setae with finely spinulose tips, more distinct posteriorly. The branchiae Two pairs; dichotomously branched; terminal branches few and stout. The buccal segment With ventro-lateral lobes; lower lip well developed. The uncini First two rows large with short broad heads; fibrillar attachment lobe below main fang, disappearing in KOH; three arcs of teeth above main fang; dental formula MF 12  5  6 to 8; shafts very long and broad; subsequent uncini avicular. The abdomen Uncini borne on short ventro-lateral pinnules. The notopodia Eighteen to twenty-four segments with notosetae. The nephridia Nephridial papillae on segments 3 to 8. Identify the polychaete species.",Pista foliigera,Pista foliigera,[chunk_000514]
If the diagnostic characters are as follows The body About 58 mm long; ~131 segments. The notosetae Winged capillaries with smooth tips. The branchiae Two pairs; stout; dichotomously branched; one pair often reduced or lost. The buccal segment With large lateral lobes. The notopodia Seventeen segments bearing notosetae. The ventral surface Fifteen ventral pads; starting on first branchiferous segment. The tentacular region Tentacles short; stout. The anterior lobes Segment 2 with small ventro-lateral lobes or none; Segment 3 with lateral lobes about one-third size of those on buccal segment. Identify the polychaete species.,Pista fasciata,"Pista fasciata Grube, 1869",[chunk_000515]
If the diagnostic characters are as follows The body Up to 250 mm long; ~200 segments. The eyes Eye-spots present. The notosetae Narrow-winged capillaries with smooth tips. The branchiae Three branchiae; first often larger than the other two. The anterior segments Segments 2 and 3 fused; bearing a horizontal membranous lateral lobe and a large united ventral pad. The buccal segment With a large membranous lower lip. The uncini Pectiniform; single vertical series of about 5 to 6 teeth. The notopodia Seventeen segments bearing notosetae. Identify the polychaete species.,Loimia medusa,"Loimia medusa Savigny, 1820",[chunk_000516]
"If the diagnostic characters are as follows The body Soft; skin thin; numerous white dots in life disappearing in alcohol. The notosetae Winged capillaries with smooth tips. The anterior segments Small lateral lobes on segments 2, 3 and often 4. The uncini Present from segment 5; each with two large teeth and one to five smaller denticles above the main fang; close-set crest; formula MF 2  1 to 5. The notopodia Notosetae starting on segment 4; extending over 17 segments. The nephridia Obvious nephridial papillae on segments 3, 4 and 5; posterior and dorsal to notopodia. The tentacular lobe With numerous ocelli. The ventral surface Fourteen to fifteen ventral pads extending to setiger 13; followed by a narrow glandular streak. Identify the polychaete species.",Eupolymnia nebulosa,"Eupolymnia nebulosa Montagu, 1818",[chunk_000517]
"If the diagnostic characters are as follows The body Up to 20 mm long; ~70 segments; abdomen smoothly tapered with 40+ segments. The eyes Eye-spots minute or absent. The notosetae Narrow-bladed capillaries with minutely denticulated tips. The branchiae Two pairs on segments 2 and 3; each gill a tuft of digitiform filaments arising from a basal stump; subdermal reddish spots at base of each gill in fresh specimens. The anterior segments Obscure lateral lobes on segments 2, 3 and 4. The uncini From segment 5; arranged in double rows on posterior thorax; short bases; crest appearing as five teeth in profile but edge view showing multiple irregular arcs; approximate formula MF ca 5  ca 7  ca 9  ca 12. The tube Fragile. The notopodia Thirteen segments with notosetae starting on segment 4. Identify the polychaete species.",Amphitrite pauciseta,"Amphitrite pauciseta Day, 1963",[chunk_000518]
If the diagnostic characters are as follows The body Up to 100 mm long; ~85 segments. The notosetae Winged capillaries with minutely denticulate tips. The branchiae Three pairs; each gill composed of numerous simple filaments arising from a basal stump. The anterior segments Small lateral lobes on segments 2 to 4. The notopodia Notopodial capillaries on 17 segments starting from segment 4. The nephridia Seven pairs of nephridial papillae on segments 3 and 6 to 11. The tentacular lobe Without eye-spots. The mouth Lower lip prominent; shelf-like. Identify the polychaete species.,Amphitrite cirrata,Amphitrite cirrata,[chunk_000519]
"If the diagnostic characters are as follows The body Slender; evenly tapered; up to 100 mm long. The notosetae Two lengths; anterior notosetae with winged shafts and denticulate tips; denticulate portion increases posteriorly to form most of the blade; spur at base of denticulate blade absent. The branchiae Two pairs; each with short, close-set branches. The uncini On low tori; size decreases evenly after first three; originate from ventral ridges on abdomen; in profile with three to four teeth above main fang; in face view with three to four irregular arcs of teeth; dental formula MF 2 to 4  5 to 7  8 to 10; attachment button well developed. The notopodia Notosetae on 28 to 33 segments. The ventral surface About 16 ventral pads followed by a narrow glandular streak in a ventral groove along the abdomen. The head  lips Upper and lower lips well marked. Identify the polychaete species.",Terebella pterochaeta,"Terebella pterochaeta Schmarda, 1861",[chunk_000520]
"If the diagnostic characters are as follows The body Elongate; notosetae extending from segment 4 to within 20 to 40 segments of pygidium. The notosetae Anterior notosetae with long, uniformly narrow wings and denticulate tips; posterior notosetae without wings but with enlarged denticulate tip forming a spiral blade; basal spur absent; shorter notosetae present with coarse teeth at base of blade. The branchiae Three pairs; branched. The uncini With two to three arcs of denticles above main fang; dental formula MF 2 to 3  5 to 7; attachment button obscure. The nephridia One large nephridial papilla on segment 3 between bases of first and second branchiae; small nephridiopores on segments 6 to 12. The ventral surface Thirteen ventral pads followed by a narrow mid-ventral glandular streak. Identify the polychaete species.",Terebella ehrenbergi,"Terebella ehrenbergi Grube, 1870",[chunk_000521]
